-6.89440580 -4.38025920 4
4.28805509 3.72048253 2
5.89628680 4.91382411 2
-9.78685867 -4.20470856 0
-8.12649770 10.92029970 3
-9.06692505 11.37587732 3
7.14841329 5.58036750 1
9.49889228 5.05965631 1
-10.15051434 -5.06184467 0
-8.06925320 9.88365579 3
-10.13236974 -3.57829413 0
-7.81292487 10.83942615 3
-10.57703395 -3.07725822 0
5.06836109 3.63264023 2
-8.32652612 10.10971356 3
8.33886805 4.80104048 1
-7.83543686 9.87199172 3
9.67207332 5.41139637 1
5.44313412 3.06467684 2
-7.81953325 -1.92145903 0
4.39148095 4.66302010 2
9.27935389 4.49955382 1
-8.39677977 -4.04114237 0
-6.00818224 -4.71240576 4
-7.51594758 9.71409415 3
-4.89735280 -2.04150944 4
-8.79065221 10.49976333 3
-6.51389547 -2.57780536 4
-8.41208231 -4.45038460 0
-8.39265941 10.97079706 3
-7.60858790 -5.51669486 4
4.99798058 1.94338696 2
9.20684476 3.49388237 1
10.37581077 5.73945532 1
-9.25308443 -3.23249468 0
-6.96567579 9.98255491 3
7.55858473 5.07618740 2
-4.45738865 -3.73382057 4
-7.26584027 9.38418151 3
-8.45753227 -4.72562929 4
8.44193378 1.27138276 2
9.77460750 2.87110592 1
-10.02518811 -3.56636272 0
-8.60766134 9.15035288 3
10.82197879 4.93032116 1
5.75590647 4.02325077 2
-7.70402697 -5.28330382 4
-9.05291890 -4.33239768 0
7.90708057 2.75271814 1
-6.02266092 -4.92348426 4
-11.21777806 -3.19840151 0
-5.81413926 -4.84080035 4
-6.68524087 -6.46874298 4
4.77305790 2.30029826 2
3.64637467 2.08240570 2
8.81697433 6.04914623 1
-8.65271550 10.37510182 3
6.69114330 3.44226083 2
10.72096394 5.30323494 1
6.63215360 1.61146400 2
-5.31315456 -4.13891804 4
-8.08410310 10.87844021 3
-10.52780627 10.17710752 3
3.51593640 2.57871163 2
-10.24613497 -3.22621451 0
10.28993751 4.95665022 1
-5.73669675 -5.06410675 4
-10.38068906 -3.90634513 0
8.77775963 5.71724289 1
9.82846490 4.82409001 1
5.75194587 3.45996664 2
-4.70967656 -3.24611032 4
9.67877583 6.24628949 1
9.50011884 5.45810313 1
4.49366892 2.48321503 2
-8.85400317 -3.47819705 0
-7.48763222 9.54805664 3
-6.73921424 -3.37807578 4
5.57411391 4.08791765 2
-6.81501778 -3.92973253 4
10.14848535 5.05981982 1
9.50786017 6.44601327 1
-8.44982869 -1.31407821 0
-11.42684495 -5.74382945 0
-8.67406741 9.25503386 3
-6.27492767 -3.90542683 4
4.83281025 1.18702945 2
-9.32744249 -5.21022934 0
-6.37889488 -4.40683676 4
8.95547615 4.38997565 1
-9.83043645 -3.08841252 0
-5.24206643 -5.99750470 4
-8.54726039 10.07023241 3
-5.98543535 -3.81652437 4
-6.58056518 9.48050795 3
-8.01857896 8.44474446 3
-9.78133104 -1.84511302 0
-10.33763375 -1.88633289 0
6.97128460 2.31153405 2
4.78740144 2.95423946 2
